title,description,category,price_type,price,age_range,address,latitude,longitude,image_url,image_source,date,time,phone,website,has_deal,deal_description,deal_expiry,tags,metro_area,schema_version
Red Robin - Plymouth,Premium burger restaurant with bottomless fries,meal_deals,Varies,50% off kids meals Wednesday,All ages,"Plymouth, MN",45.00651,-93.46651,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,Wednesdays,,https://www.redrobin.com/location/red-robin-plymouth/menu/family-meal-deals,True,50% off kids meals on Wednesdays with online promo code KIDSMEAL50,,"plymouth,burgers,family-dining,budget,wednesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Red Robin - Shoreview,Premium burger restaurant with bottomless fries,meal_deals,Varies,50% off kids meals Wednesday,All ages,"Shoreview, MN",45.072206,-93.128288,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,Wednesdays,,https://www.redrobin.com/location/red-robin-shoreview/menu/family-meal-deals,True,50% off kids meals on Wednesdays with online promo code KIDSMEAL50,,"shoreview,burgers,family-dining,budget,wednesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Famous Dave's Bar-B-Que - Plymouth,BBQ restaurant with ribs and sides,meal_deals,Varies,Lil Wilbur Meal free Tuesday,All ages,,45.006515,-93.466510,https://images.pexels.com/photos/6068717/pexels-photo-6068717.jpeg,curated_category,,Tuesdays,,https://www.famousdaves.com/FDKidsEatFree/,True,"Lil' Wilbur Meal free with adult entrée purchase on Tuesdays, dine-in only",,"plymouth,kids-eat-free,bbq,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Fazoli's - Rochester,Italian casual dining with pasta,meal_deals,Varies,Kids meal $0.99 w/ adult purchase,All ages,"Rochester, MN",44.0234387,-92.4630182,https://images.pexels.com/photos/17429503/pexels-photo-17429503.jpeg,curated_category,,Tuesdays 5-8pm,,,True,"Kids meal $0.99 (includes meal, drink, breadstick) on Tuesdays 5-8pm with adult purchase",,"rochester,italian,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Village Inn Moorhead - Moorhead,Casual dining restaurant,meal_deals,Varies,One free kids meal 4pm-close,All ages,"Moorhead, MN",46.87391,-96.75387,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,Daily 4pm-close,,https://www.villageinn.com/,True,One free kids meal with adult entrée purchase daily from 4pm to close,,"moorhead,kids-eat-free,family-dining,budget","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
CRAVE American Kitchen & Sushi Bar - Moorhead,Contemporary American and sushi,meal_deals,Varies,One free kids meal w/ adult purchase,Kids 12 & under,"Moorhead, MN",46.87391,-96.75387,https://www.minneapolis.org/imager/files_idss_com/C15/37476e76-09f7-4568-ad62-9c8521ea3db0/237437ce-6e77-4a09-9c44-67da76bad0f0_e45adf5f6bc0c5c2a30a39868f44eab6.jpg,curated,,Daily,,https://craveamerica.com/,True,"One free kid's meal with adult entrée purchase, ages 12 & under, additional kids 50% off",,"moorhead,kids-eat-free,family-dining,budget","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Sickie's Garage - Moorhead,Casual dining with garage theme,meal_deals,Varies,Up to 2 free kids meals,Kids 12 & under,"Moorhead, MN",46.87391,-96.75387,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,Daily 4-8pm,,https://sickiesgarage.com/,True,"Up to 2 free kids meals with adult entrée purchase on 4-8pm daily, ages 12 & under",,"moorhead,kids-eat-free,family-dining,budget","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Slim Chickens - Moorhead,Chicken and chicken sandwiches,meal_deals,Varies,Kids meal $1.99 w/ adult,Kids 10 & under,"Moorhead, MN",46.87391,-96.75387,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,Daily,,https://www.slimchickens.com/,True,Kids meal $1.99 for ages 10 & under with purchase of adult entrée,,"moorhead,chicken,family-dining,budget","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Culver's,Free frozen custard with kids meal purchase for ages 12 and under (daily),meal_deals,Free,,12 and under,"Culver's, Twin Cities, MN",45.23844,-93.66416,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,,,https://www.culvers.com/,True,Free frozen custard with kids meal purchase for ages 12 and under,,"kids-eat-free,daily,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Broadway Pizza - Kids Eat Free Monday,Kids eat free Monday at participating 12 Twin Cities and Minnesota locations,meal_deals,Free,0,all ages,,,,https://www.exploreminnesota.com/sites/default/files/styles/listing_slideshow/public/listing_images/04102fbc2dfdd5e9aaeb0c211290fa26157cceeb_37.jpg,curated,,,,,True,Kids eat free Monday at participating Broadway Pizza locations,,"family-dining,kids-menu,kids-eat-free,monday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Wings and Rings - Kids Eat Free Monday & Friday,"Kids 10 and under eat free on Monday and Friday with adult meal purchase of $10+, dine-in",meal_deals,Free,0,10 and under,,,,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,,,True,"Kids 10 and under eat free Monday & Friday with adult meal $10+, dine-in only",,"family-dining,kids-menu,kids-eat-free,monday,friday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Celts Craft House - Family Fun Night Tuesday,Kids eat free Tuesday during Family Fun Night with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://popmenucloud.com/cdn-cgi/image/width%3D2880%2Cheight%3D2880%2Cfit%3Dscale-down%2Cformat%3Dauto%2Cquality%3D60/npvgbcjr/26d715ab-c6d0-40f8-b1e0-1bf6feb281b7.jpg,curated,,,,,True,Kids eat free Tuesday (Family Fun Night) with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,tuesday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Jersey's Bar & Grill - Kids Eat Free Tuesday & Thursday,Kids eat free Tuesday and Thursday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,,True,Kids eat free Tuesday and Thursday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,tuesday,thursday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Space Aliens Grill & Bar - Kids Eat Free Tuesday,Kids eat free Tuesday with adult meal purchase at participating locations,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,,True,Kids eat free Tuesday with adult meal purchase,,"family-dining,kids-menu,kids-eat-free,tuesday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Bennett's Chop & Railhouse - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/37118296/pexels-photo-37118296.jpeg,curated,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Boulevard Bar & Grill - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Gabe's Bar & Kitchen - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
McHugh's Public House - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://mchughspublichouse.com/wp-content/uploads/2018/07/June2016_CP-27.jpg,curated,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Melting Pot - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/37593659/pexels-photo-37593659.jpeg,curated,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Mill Valley Kitchen - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Nook - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.squarespace-cdn.com/content/v1/5eb3f58dcc1f816f9d231244/1600266740650-IYZLZUA5E6Y96DYGVCAC/image-asset.jpeg,curated,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Shamrocks - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Sunshine Factory - Kids Eat Free Sunday,Kids eat free Sunday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,,True,Kids eat free Sunday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Patrick's Cafe - Kids Eat Free Tuesday,Kids eat free Tuesday with adult entrée purchase,meal_deals,Free,0,all ages,,,,https://images.pexels.com/photos/27866922/pexels-photo-27866922.jpeg,curated_category,,,,,True,Kids eat free Tuesday with adult entrée purchase,,"family-dining,kids-menu,kids-eat-free,tuesday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Ruby Tuesday - Kids Eat Free Friday,"Kids 12 and under eat free all day Friday with adult meal, dine-in",meal_deals,Free,0,12 and under,,,,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,,True,"Kids 12 and under eat free all day Friday with adult meal, dine-in",,"family-dining,kids-menu,kids-eat-free,friday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Smashburger - Kids Eat Free Wednesday,Kids eat free Wednesday with adult meal purchase at participating Twin Cities locations,meal_deals,Free,0,all ages,,,,https://sbprod-web-assets.s3.us-west-2.amazonaws.com/smashburger_location_a4272b5091_2f65ccac14.jpg,curated,,,,,True,Kids eat free Wednesday with adult meal purchase,,"family-dining,kids-menu,kids-eat-free,wednesday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
OG Zaza - Happy Pizza Meal for Kids,8-inch pizza with drink and coloring activity packaging for kids,meal_deals,Paid,,all ages,,,,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,,False,,,"family-dining,kids-menu,pizza","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Davanni's - Family Pizza & Buffet,Local pizza chain with kids buffet options,meal_deals,Varies,,all ages,,,,https://saint-paul-2022.s3.amazonaws.com/imager/files_idss_com/C17/568613ba-d7e9-4b91-9c6a-aa5eca2030c2/831e782c-e579-46c2-9251-92b64594a186_2a23813dca470163f0b2610639f888f1.jpg,curated,,,,,False,,,"family-dining,kids-menu,pizza","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tipsy Steer - Kids Eat Free,Kids eat free on Tuesday nights with purchase of regular menu priced adult meal,meal_deals,Free,,kids,"Minneapolis and Blaine, MN",44.9773,-93.26547,https://images.pexels.com/photos/6068717/pexels-photo-6068717.jpeg,curated_category,,16:00,,https://tipsysteer.com/,True,Kids eat free Tuesday 4pm-8:30pm with adult meal purchase,,"dining,kids-eat-free,deals,minneapolis,blaine","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Crave - Kids Eat Free Mondays,One free kid's meal with purchase of full-price adult entree on Mondays,meal_deals,Free,,kids,"Twin Cities, MN",44.986342,-93.179445,https://www.minneapolis.org/imager/files_idss_com/C15/37476e76-09f7-4568-ad62-9c8521ea3db0/237437ce-6e77-4a09-9c44-67da76bad0f0_e45adf5f6bc0c5c2a30a39868f44eab6.jpg,curated,,00:00,,https://craveamerica.com/,True,Kids eat free Monday with adult entree purchase,,"dining,kids-eat-free,deals,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tailgate Sports Cafe - Kids Eat Free Saturdays,Kids eat free Saturdays 11am-9pm with adult entree purchase,meal_deals,Free,,kids,"Minneapolis, MN",44.9773,-93.265469,https://live.staticflickr.com/3460/3356280111_15444bde5e.jpg,curated,,11:00,,,True,Kids eat free Saturday 11am-9pm with adult meal purchase,,"dining,kids-eat-free,deals,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
PDQ Kids Eat Free,Quick-service restaurant with free kids meal offer,meal_deals,Paid,,,,,,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,,,,True,Free Kids Meal with the purchase of any combo meal from August 3 through September 30,2026-09-30,"kids-eat-free,meal-deals,recurring","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Moe's Southwest Grill Kids Eat Free,Casual dining with free kids meal offer,meal_deals,Paid,,,,,,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,,True,"Free Kids Meal with the purchase of an adult entrée, available from Aug. 1 through Oct. 2",2026-10-02,"kids-eat-free,meal-deals,family-dining","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Mellow Mushroom Kids Eat Free Tuesday,Pizza restaurant with kids eat free promotion,meal_deals,Paid,,10 and under,,,,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,,,,True,"Kids ages 10 and under eat free every Tuesday through Oct. 27 with adult purchase of $15 or more. Up to 2 free kids meals per adult purchase, max 4 per table",2026-10-27,"kids-eat-free,meal-deals,pizza,tuesday,recurring","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
MOD Pizza Kids Eat Free Sunday,Build-your-own pizza restaurant with kids meal offer,meal_deals,Paid,,12 and under,,,,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,,,,True,Free kids' meal for kids 12 and under when you purchase a MOD-size pizza or salad and use promo code KEF2026 at checkout on Sundays through Dec. 27,2026-12-27,"kids-eat-free,meal-deals,pizza,sunday,recurring","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Smashburger Kids Eat Free Wednesday,"Kids eat free Wednesdays with purchase of an adult meal (entrée, side, drink)",meal_deals,Free,,kids,"Twin Cities locations, MN",,,https://sbprod-web-assets.s3.us-west-2.amazonaws.com/smashburger_location_a4272b5091_2f65ccac14.jpg,curated,,,,,True,"Kids eat free every Wednesday with purchase of adult meal (entrée, side, drink)",2026-12-31,"kids eat free, wednesdays, restaurants","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Metro Diner Kids Eat Free Wednesday,Kids 10 and under eat free on Wednesdays after 2 PM with adult entrée purchase of $8.99+,meal_deals,Free,,kids,"Twin Cities locations, MN",,,https://images.pexels.com/photos/6068717/pexels-photo-6068717.jpeg,curated_category,,2:00 PM,,,True,Kids 10 and under eat free after 2 PM on Wednesdays with adult entrée $8.99+,2026-09-02,"kids eat free, wednesdays, restaurants","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Chevys Fresh Mex Kids Eat Free Wednesday,Kids meals for $1 on Wednesdays with paid adult entrée,meal_deals,Paid,1,kids,"Twin Cities locations, MN",,,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,,,,True,Kids meals $1 on Wednesdays with paid adult entrée,,"kids eat free, wednesdays, restaurants","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Ze's Diner Kids Eat Free Wednesday,Kids eat free on Wednesdays at Ze's Diner locations,meal_deals,Free,,kids,"Twin Cities locations, MN",,,https://images.pexels.com/photos/6068717/pexels-photo-6068717.jpeg,curated_category,,,,,True,Kids eat free on Wednesdays,,"kids eat free, wednesdays, restaurants","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Rudy's Red Eye Grill Kids Eat Free Wednesday,Kids eat free Wednesdays with $11 adult entrée purchase,meal_deals,Free,,kids,"Twin Cities locations, MN",,,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,,True,Kids eat free Wednesdays with $11 adult entrée purchase,,"kids eat free, wednesdays, restaurants","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Patrick's Kids Eat Free Wednesday,Kids Night Wednesdays with face painting and balloon animals; get one free kid entrée for each adult entrée,meal_deals,Free,,kids,"Twin Cities locations, MN",,,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,evening,,,True,"Kids Night Wednesdays with face painting, balloon animals; one free kid entrée per adult entrée",,"kids eat free, wednesdays, entertainment, restaurants","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Crave Restaurant,"Restaurant offering kids eat free deal every Monday starting January 19, 2026 with one free kid's meal with purchase of full-price adult entrée.",meal_deals,Varies,,all,,,,https://www.minneapolis.org/imager/files_idss_com/C15/37476e76-09f7-4568-ad62-9c8521ea3db0/237437ce-6e77-4a09-9c44-67da76bad0f0_e45adf5f6bc0c5c2a30a39868f44eab6.jpg,curated,,,,,True,Every Monday: one free kid's meal with purchase of full-price adult entrée,,"restaurant, family-dining, kids-eat-free, recurring, monday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Bennett's Chop & Railhouse,"Restaurant in St. Paul and Hudson, WI offering kids eat free deal on Sundays where kids 10 and under eat free.",meal_deals,Varies,,all,"Saint Paul, MN",44.949749,-93.093103,https://images.pexels.com/photos/37118296/pexels-photo-37118296.jpeg,curated,,,,,True,Kids 10 and under eat free on Sundays,,"restaurant, family-dining, kids-eat-free, recurring, sunday, saint-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
